año,campaña,clasificación,parámetro,ld,lc,unidad,ti001,ti004,ti006,ti008,sf015,si022,si023,vl032,vl033,ca044,ca046,ca047,av053,av054,qu061,qu063,bz078,bz080,en081,en084,bs091,bs092,en ad,ca cu01,ca cu02,ca cu03,ca cu04,ca cu05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Hexaclorociclopentadieno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Hexacloroetano,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Pentaclorobenceno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Pentacloroetano,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Tetraclorobenceno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Tetracloroetano,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Tetracloroetileno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Tetracloruro_de_carbono,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Hidrocarburos aromáticos,Tolueno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Otros,Tribromometano,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,"1,2,3_Triclorobenceno",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,"1,2,4_Triclorobenceno",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,"1,3,5_Triclorobenceno",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,"1,1,1_Tricloroetano",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,"1,1,2_Tricloroetano",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Organoclorados,Tricloroetileno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Hidrocarburos aromáticos,Hidrocarburos aromáticos_aromáticos,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Aluminio,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Antimonio,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Arsénico,-,-,µg_l,-,ND,5,1__1.5,3.5,5,8,5,-,4,3.5,6,9.5,9,9,-,6,6.5,_,ND,ND,ND,ND,5.5,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Bario,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Berilio,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Boro,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Cinc,-,-,µg_l,-,ND,ND,ND,_,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Cobre,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Cromo_VI,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Manganeso,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Mercurio_total,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,_,ND,10,ND,8.5,ND,-,ND,9.5,ND,ND,ND,ND,8,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Níquel,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,9,10,8,-,10,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Plata,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_metaloides,Plomo,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Invierno,Metales_y_no_metales,Selenio,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Cloruros,-,-,mg_l,-,48.65,45.7,38.1,53.7,50.8,50.8,51.2,-,53.95,45.75,45.45,80.55,59.8,65.6,-,76.85,63.6,112,56.2,100.5,163.5,73.05,58.7,76,63.1,64.95,70.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Dureza,-,-,mg_l,-,75.85,75.25,69.25,73.75,100.25,211.5,85.95,-,78.3,69.85,72.8,98,95.8,91.05,-,79.3,76.8,81.75,65,138.5,154.5,75.05,63.5,95.75,81.75,79.95,89.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Fluoruros,-,-,mg_l,-,0.16,0.17,0.14,0.25,0.17,0.19,0.23,-,0.22,0.21,0.19,0.47,0.23,0.28,-,0.36,0.27,0.2,0.19,0.39,0.24,0.28,0.17,0.23,0.23,0.25,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Nitrógeno_amoniacal,-,-,mg_l,-,1385,0.39,0.14,1235,1255,1085,0.93,-,1455,1315,0.4,2.49,1385,0.37,-,1645,0.54,ND,ND,ND,0.86,ND,1.34,2055,ND,ND,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Amonio_no_ionizable,-,-,mg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Nitritos,-,-,mg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Sulfatos,-,-,mg_l,-,35.7,33.8,29.9,37.85,36.8,35.7,36.2,-,35.65,34.6,33.35,54.45,42.65,47.15,-,49.95,43.85,46.05,44.25,41.5,62.75,46.95,35.2,40.75,25.2,31.15,37.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Sulfitos,-,-,mg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Sulfuros,-,-,mg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Cianuros_totales,-,-,mg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,SAAM_(Detergentes),-,-,mg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Parámetros_generales,Solidos_totales_103ºC,-,-,mg_l,-,341.5,377.5,277.5,343,427.5,501.5,418,-,376,340.5,428.5,460.5,485.5,406,-,357.5,361.5,497,342.5,606.5,618,393,323.5,358,328.5,370,401.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Acenafteno,-,-,µg_l,-,ND,<0.01,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Acenaftileno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Antraceno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Benzo_(A)_antraceno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,<0.01,ND,ND,ND,-,ND,ND,<0.01,<0.01,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Benzo_(B)_fluoranteno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Benzo_(K)_fluoranteno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Benzo_(A)_pireno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,"Benzo_(G,H,I)_perileno",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Criseno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,"Dibenzo_(A,H)_antraceno",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Fenantreno,-,-,µg_l,-,ND,<0.01,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,<0.01,<0.01,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Fluoranteno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,<0.01,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Fluoreno,-,-,µg_l,-,ND,<0.01,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,<0.01,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Indeno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Naftaleno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,Pireno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,<0.01,<0.01,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Hidrocarburos aromáticos,HAPs_totales,-,-,µg_l,-,ND,14,ND,ND,ND,ND,ND,-,ND,ND,<0.01,ND,ND,ND,-,ND,ND,17,<0.01,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Bifenilos_policlorados_(PCBs),PCB´s,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,Fenol,-,-,µg_l,-,ND,ND,<0.01,<0.01,ND,<0.01,ND,-,ND,ND,135,<0.01,<0.01,0.15,-,ND,ND,ND,ND,ND,ND,ND,<0.01,ND,ND,<0.01,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,Clorofenol,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,Diclorofenol,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,<0.01,<0.01,<0.01,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,Dimetilfenol,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,<0.01,<0.01,<0.01,<0.01,<0.01,-,ND,ND,ND,ND,ND,<0.01,ND,0.16,ND,ND,ND,<0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,Pentaclorofenol,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,"2,3,4,6_Tetraclorofenol",-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,<0.01,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,"2,4,5_Triclorofenol",-,-,µg_l,-,ND,ND,ND,<0.01,ND,<0.01,ND,-,ND,ND,ND,ND,<0.01,<0.01,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,"2,4,6_Triclorofenol",-,-,µg_l,-,ND,ND,<0.01,ND,ND,ND,ND,-,<0.01,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,p_Clorometacresol,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,<0.01,ND,<0.01,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,<0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,4_Nitrofenol,-,-,µg_l,-,ND,ND,ND,0.37,ND,<0.01,<0.01,-,ND,<0.01,<0.01,<0.01,0.14,115,-,ND,ND,<0.01,ND,ND,<0.01,ND,0.11,ND,ND,<0.01,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_fenólicos,Fenoles_totales,-,-,µg_l,-,ND,ND,<0.01,485,ND,125,<0.01,-,<0.01,<0.01,495,0.19,415,0.31,-,ND,ND,<0.01,ND,ND,0.13,ND,0.35,ND,ND,<0.01,0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Otros,Dibutilftalato,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Otros,Dietilftalato,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Otros,Dimetilftalato,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_Orgánicos_Volátiles_(COVs),Acrilonitrilo,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_Orgánicos_Volátiles_(COVs),Acroleína,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_organoclorados_persistentes,1_Cloronaftaleno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Compuestos_organoclorados_persistentes,2_Cloronaftaleno,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Otros,Oxido_de_Difenilo,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Plaguicidas_multiresíduo,Alaclor,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Plaguicidas_multiresíduo,Acetoclor,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Organoclorados,Aldrin,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Organoclorados,a_BHC,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Organoclorados,b_BHC,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Organoclorados,d_BHC,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Organoclorados,g_BHC_(Lindano),-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Organoclorados,Clordano,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,primavera,Plaguicidas_organoclorados_persistentes,Dieldrin,-,-,µg_l,-,ND,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,-,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
