"año";"campaña_mes";"clasificación";"parámetro";"ld";"lc";"unidades";"ti001";"sf_delta";"si024";"ca_cu02";"ca_cu03";"ca_cu04";"ca047";"av055";"qu061";"bz078";"vl032";"en081";"bs093"
"2023";"Febrero";"Compuestos_orgánicos";"1,3-Diclorobenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,4-Diclorobenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,3-Dicloropropano";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,2-Dicloropropano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"2,2-Dicloropropano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,4-Dioxano_";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Acetato_de_Etilo";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Etil_benceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"2-Hexanona_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Isobutil_alcohol_";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Metil_tert-butil_eter_(MTBE)";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Metilciclohexano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Diclorometano";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"4-Metil-2-pentanona_(MIBK)";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Nitrobenceno_(NB)";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Piridina";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Estireno";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,1,1,2-Tetracloroetano";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,1,2,2-Tetracloroetano";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Tetracloroeteno";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Tolueno";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,2,3-Triclorobenceno";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,2,4-Triclorobenceno";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,1,1-Tricloroetano";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,1,2-Tricloroetano";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,2,3-Trimetilbenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,2,4-Trimetilbenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,3,5-Trimetilbenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Cloruro_de_Vinilo";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"m-xileno";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"o-xileno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"p-xileno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Herbicidas_cuaternarios";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Herbicidas_cuaternarios";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Bifenilos_polibromados";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
