"año";"campaña_mes";"clasificación";"parámetro";"ld";"lc";"unidades";"ti001";"sf_delta";"si024";"ca_cu02";"ca_cu03";"ca_cu04";"ca047";"av055";"qu061";"bz078";"vl032";"en081";"bs093"
"2023";"Febrero";"Antibióticos_Ciclinas";"Clortetraciclina";"0.05";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Metil_parabeno";"0.2";"0.6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Etil_parabeno";"0.2";"0.7";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Propil_parabeno";"0.9";"3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Butil_parabeno";"1";"4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Triclosan";"1";"4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Anilina";"1";"4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Productos_de_cuidado_personal";"Metil_triclosan";"1";"4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfapiridina";"0.04";"0.1";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfadiazina";"0.1";"0.4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfatiazol";"0.01";"0.05";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfamerazina";"0.02";"0.08";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfametazina";"0.05";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfametoxazol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfadimetoxina";"0.04";"0.1";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfaguanidina";"0.1";"0.4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos_Sulfamidas";"Sulfametoxipiridazina";"0.1";"0.4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Abamectinas";"Emamectina";"0.004";"0.01";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Abamectinas";"Abamectina";"0.3";"0.9";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Abamectinas";"Moxidectina";"0.4";"1";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Abamectinas";"Doramectina";"0.5";"2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Abamectinas";"Ivermectina";"0.5";"2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Enrofloxacina";"0.1";"0.4";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Amoxicilina";"2";"7";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Cloranfenicol";"0.025";"0.075";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Florfenicol";"0.015";"0.05";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Claritromicina";"0.01";"0.03";"µg_kg";"<LC";"-";"<LC";"0.825";"<LC";"<LC";"0.175";"ND";"<LC";"0.265";"<LC";"<LC";"ND"
"2023";"Febrero";"Antibióticos";"Ciprofloxacina";"0.1";"0.3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Norfloxacina";"0.2";"0.6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Azitromicina";"0.1";"0.3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Antibióticos";"Cefalexina";"0.5";"1.5";"µg_kg";"INT";"-";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT"
"2023";"Febrero";"Antibióticos";"Eritromicina";"0.15";"0.5";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Metformina";"0.01";"0.025";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Paracetamol";"0.15";"0.45";"µg_kg";"ND";"-";"<LC";"ND";"ND";"ND";"<LC";"ND";"ND";"ND";"ND";"ND";"<LC"
"2023";"Febrero";"Fármacos";"Atenolol";"0.015";"0.05";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Cafeína";"0.025";"0.085";"µg_kg";"7.22";"-";"8.195";"5.74";"43.885";"37.11";"1.35";"6.26";"11.11";"8.65";"7.76";"5.77";"11.88"
"2023";"Febrero";"Fármacos";"Dipirona";"1.5";"5";"µg_kg";"INT";"-";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT"
"2023";"Febrero";"Fármacos";"Carbamazepina";"0.003";"0.01";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Oxicarbamacepina";"0.01";"0.025";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Difenhidramina";"0.003";"0.01";"µg_kg";"ND";"-";"<LC";"<LC";"<LC";"<LC";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Bromazepam";"0.035";"0.02";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Enalapril";"0.36";"1.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Sildenafilo";"0.005";"0.015";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Clonazepam";"0.03";"0.1";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Alprazolam";"0.01";"0.03";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Fluoxetina";"0.01";"0.04";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Lorazepam";"0.15";"0.5";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Ibuprofeno";"2";"7";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Diclofenaco";"0.005";"0.02";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Indometacina";"0.1";"0.3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Etinil_estradiol";"0.009";"0.025";"µg_kg";"ND";"-";"ND";"2.54";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Fármacos";"Estradiol ";"1.38";"3.68";"µg_kg";"ND";"-";"ND";"ND";"ND";"411";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Naftaleno";"0.003";"0.01";"µg_kg";"0.6";"-";"0.185";"5.755";"8.88";"6.23";"11.56";"0.28";"0.39";"0.15";"0.135";"ND";"8.3"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Acenaftileno";"0.003";"0.01";"µg_kg";"0.135";"-";"<LC";"0.71";"1.42";"6.15";"1.235";"ND";"0.55";"ND";"0.775";"ND";"6.05"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Acenafteno";"0.003";"0.01";"µg_kg";"ND";"-";"ND";"0.72";"0.855";"1.09";"0.17";"0.18";"<LC";"<LC";"ND";"0.22";"1.835"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Fluoreno";"0.003";"0.01";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"0.535"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Fenantreno";"0.003";"0.01";"µg_kg";"0.06";"-";"ND";"ND";"0.185";"0.3";"0.23";"0.04";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Antraceno";"0.003";"0.01";"µg_kg";"<LC";"-";"0.305";"0.125";"<LC";"<LC";"<LC";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Fluoranteno";"0.003";"0.01";"µg_kg";"ND";"-";"ND";"ND";"0.065";"ND";"ND";"<LC";"ND";"ND";"ND";"<LC";"ND"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Pireno";"0.003";"0.01";"µg_kg";"<LC";"-";"0.685";"<LC";"<LC";"<LC";"0.145";"ND";"0.43";"0.2";"0.135";"<LC";"<LC"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Benzo(a)antraceno+criseno";"0.003";"0.01";"µg_kg";"0.065";"-";"ND";"0.065";"0.1";"0.19";"0.165";"<LC";"0.215";"<LC";"0.385";"0.27";"<LC"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Benzo(b)fluoranteno";"0.003";"0.01";"µg_kg";"<LC";"-";"ND";"0.145";"0.105";"0.255";"0.29";"<LC";"ND";"<LC";"0.305";"0.29";"0.355"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Benzo(k)fluoranteno";"0.003";"0.01";"µg_kg";"ND";"-";"ND";"ND";"<LC";"0.075";"<LC";"<LC";"0.125";"<LC";"0.27";"0.415";"ND"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Benzo(a)pireno_+_Dibenzo_(ah)antraceno";"0.003";"0.01";"µg_kg";"<LC";"-";"0.575";"<LC";"0.085";"0.075";"0.165";"<LC";"ND";"<LC";"0.425";"ND";"ND"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Indeno(1,2,3-c,d)pireno";"0.003";"0.01";"µg_kg";"0.84";"-";"0.24";"<LC";"0.05";"0.57";"ND";"ND";"ND";"<LC";"ND";"ND";"<LC"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"Benzo(g,h,i)perileno";"0.003";"0.01";"µg_kg";"<LC";"-";"ND";"<LC";"<LC";"0.1";"0.01";"ND";"ND";"<LC";"<LC";"<LC";"<LC"
"2023";"Febrero";"Hidrocarburos aromáticos policíclicos";"HAPs_Totales";"0.003";"0.01";"µg_kg";"1.81";"-";"2.005";"7.595";"11.78";"15.07";"14.005";"0.5";"1.805";"0.35";"2.43";"1.195";"17.075"
"2023";"Febrero";"Compuestos_fenólicos";"2-sec-Butil-4,6-dinitrofenol";"0.02";"0.06";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"4-Cloro-3-metilfenol";"1";"3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2-Clorofenol";"1";"3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"o-metilfenol";"2";"6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"m-metilfenol";"2";"6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"p-metilfenol";"2";"6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2-Ciclohexil-4,6-dinitrofenol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2,4-Diclorofenol";"1";"3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2,6-Diclorofenol";"1";"3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2,4-Dimetilfenol";"0.2";"3";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2,4-Dinitrofenol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2-Metil-4,6-dinitrofenol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2-Nitrofenol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"4-Nitrofenol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"Pentaclorofenol";"0.02";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"Fenol";"2";"6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"Tetraclorofenol";"0.2";"0.6";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"Triclorofenol_(isómeros)";"0.02";"0.06";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"2,4,6-Triclorofenol";"0.06";"0.2";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_fenólicos";"Nonilfenol";"0.005";"0.016";"µg_kg";"30.79";"-";"2.965";"119.84";"2.533.025";"441.7";"9.565";"54.23";"11.92";"17.81";"19.29";"0.79";"0.29"
"2023";"Febrero";"Organoclorados_persistentes";"Hexaclorobenceno";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"endosulfanes";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Aldrin";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Clordano";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"DDTs_y_metabolitos";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Dicofol";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Dieldrin";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Heptacloro";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Heptacloro_Epóxido";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Lindano";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Organoclorados_persistentes";"Metoxicloro";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Metales_y_no_metales";"Aluminio";"2";"7";"µg_g";"7426.97";"-";"2087.32";"4571.87";"15704.02";"20215.48";"925.79";"3896.26";"4208.31";"3009.63";"3207.81";"3349.71";"3184.45"
"2023";"Febrero";"Metales_y_no_metales";"Cromo";"0.04";"0.1";"µg_g";"39.41";"-";"7.49";"17.28";"55.645";"46.365";"5.72";"14.8";"10.28";"8.745";"7.065";"4.76";"3.745"
"2023";"Febrero";"Metales_y_no_metales";"Manganeso";"0.01";"0.02";"µg_g";"458.23";"-";"117.255";"139.275";"271.935";"284.115";"104.655";"82.155";"101.36";"68.445";"143.85";"77.195";"99.645"
"2023";"Febrero";"Metales_y_no_metales";"Hierro";"1";"2";"µg_g";"14246";"-";"5847.5";"6969.5";"19562";"24334";"5996";"7440";"7396.5";"5542.5";"6455";"5141";"6526.5"
"2023";"Febrero";"Metales_y_no_metales";"Cobalto";"0.00004";"0.0001";"µg_g";"6.3";"-";"2.69";"3.85";"8.95";"9.27";"1.36";"4.54";"3.25";"3.03";"3.41";"2.53";"2.64"
"2023";"Febrero";"Metales_y_no_metales";"Níquel";"0.01";"0.03";"µg_g";"10.825";"-";"2.985";"6.785";"24.415";"22.195";"3.115";"5.07";"3.955";"2.945";"3.635";"2.735";"2.5"
"2023";"Febrero";"Metales_y_no_metales";"Cobre";"0.0007";"0.002";"µg_g";"18.025";"-";"7.505";"23.975";"84.67";"84.735";"15.69";"6.225";"6.755";"13.09";"9.08";"2.295";"2.115"
"2023";"Febrero";"Metales_y_no_metales";"Zinc";"0.03";"0.1";"µg_g";"58.46";"-";"25.085";"78.62";"194.58";"234.135";"20.805";"64.43";"50.915";"38.345";"39.135";"22.16";"14.735"
"2023";"Febrero";"Metales_y_no_metales";"Arsénico";"0.004";"0.01";"µg_g";"5.39";"-";"1.32";"3.07";"10.565";"8.845";"2.15";"1.99";"2.435";"1.37";"1.845";"1.285";"1.845"
"2023";"Febrero";"Metales_y_no_metales";"Plata";"0.04";"0.1";"µg_g";"0.14";"-";"<LC";"0.175";"<LC";"1.435";"<LC";"<LC";"<LC";"<LC";"<LC";"ND";"ND"
"2023";"Febrero";"Metales_y_no_metales";"Cadmio";"0.0001";"0.0003";"µg_g";"0.275";"-";"0.08";"0.375";"0.55";"0.74";"0.03";"0.19";"0.18";"0.12";"0.115";"0.05";"0.025"
"2023";"Febrero";"Metales_y_no_metales";"Estaño";"0.04";"0.1";"µg_g";"ND";"-";"0.15";"0.995";"0.35";"0.625";"0.795";"<LC";"<LC";"0.125";"<LC";"<LC";"ND"
"2023";"Febrero";"Metales_y_no_metales";"Mercurio";"0.001";"0.004";"µg_g";"0.03";"-";"0.015";"0.05";"0.085";"0.11";"<LC";"0.035";"0.035";"0.0215";"0.011";"0.006";"<LC"
"2023";"Febrero";"Metales_y_no_metales";"Plomo";"0.002";"0.005";"µg_g";"19.605";"-";"13.905";"52.205";"61.845";"88.51";"32.245";"12.635";"12.315";"8.26";"19.215";"7.325";"5.97"
"2023";"Febrero";"Metales_y_no_metales";"Uranio";"0.0001";"0.0003";"µg_g";"1.76";"-";"0.405";"0.59";"7.2";"4.55";"0.175";"0.315";"0.305";"0.175";"0.38";"0.215";"0.22"
"2023";"Febrero";"Bifenilos_policlorados";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"2023";"Febrero";"Compuestos_orgánicos";"Acetona";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Acetonitrilo";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Acroleína_(Propenal)";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Benceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Cloruro_de_Bencilo";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Bromobenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Bromoclorometano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Bromoformo_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Bromometano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"n-Butanol_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"2-Butanona_(MEK)_";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"t-Butil_alcohol";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"Tetracloruro_de_Carbono";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"clorobenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1-clorobutano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"cloroetano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"2-cloroetanol_";"5";"15";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"cloroformo";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1-clorohexano";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"clorometano_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"2-clorotolueno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"4-clorotolueno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2023";"Febrero";"Compuestos_orgánicos";"1,2-Diclorobenceno_";"3";"10";"µg_kg";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
